Book,Chapter,Verse,Narrative,P
Genesis,43,15,1,0
Genesis,43,16,1,0
Genesis,43,17,1,0
Genesis,43,18,1,0
Genesis,43,19,1,0
Genesis,43,20,1,0
Genesis,43,21,1,0
Genesis,43,22,1,0
Genesis,43,23,1,0
Genesis,43,24,1,0
Genesis,43,25,1,0
Genesis,43,26,1,0
Genesis,43,27,1,0
Genesis,43,28,1,0
Genesis,43,29,1,0
Genesis,43,30,1,0
Genesis,43,31,1,0
Genesis,43,32,1,0
Genesis,43,33,1,0
Genesis,43,34,1,0
Genesis,44,1,1,0
Genesis,44,2,1,0
Genesis,44,3,1,0
Genesis,44,4,1,0
Genesis,44,5,1,0
Genesis,44,6,1,0
Genesis,44,7,1,0
Genesis,44,8,1,0
Genesis,44,9,1,0
Genesis,44,10,1,0
Genesis,44,11,1,0
Genesis,44,12,1,0
Genesis,44,13,1,0
Genesis,44,14,1,0
Genesis,44,15,1,0
Genesis,44,16,1,0
Genesis,44,17,1,0
Genesis,44,18,1,0
Genesis,44,19,1,0
Genesis,44,20,1,0
Genesis,44,21,1,0
Genesis,44,22,1,0
Genesis,44,23,1,0
Genesis,44,24,1,0
Genesis,44,25,1,0
Genesis,44,26,1,0
Genesis,44,27,1,0
Genesis,44,28,1,0
Genesis,44,29,1,0
Genesis,44,30,1,0
Genesis,44,31,1,0
Genesis,44,32,1,0
Genesis,44,33,1,0
Genesis,44,34,1,0
Genesis,45,1,1,0
Genesis,45,2,1,0
Genesis,45,3,1,0
Genesis,45,4,1,0
Genesis,45,5,1,0
Genesis,45,6,1,0
Genesis,45,7,1,0
Genesis,45,8,1,0
Genesis,45,9,1,0
Genesis,45,10,1,0
Genesis,45,11,1,0
Genesis,45,12,1,0
Genesis,45,13,1,0
Genesis,45,14,1,0
Genesis,45,15,1,0
Genesis,45,16,1,0
Genesis,45,17,1,0
Genesis,45,18,1,0
Genesis,45,19,1,0
Genesis,45,20,1,0
Genesis,45,21,1,0
Genesis,45,22,1,0
Genesis,45,23,1,0
Genesis,45,24,1,0
Genesis,45,25,1,0
Genesis,45,26,1,0
Genesis,45,27,1,0
Genesis,45,28,1,0
Genesis,46,1,1,0
Genesis,46,2,1,0
Genesis,46,3,1,0
Genesis,46,4,1,0
Genesis,46,5,1,0
Genesis,46,6,1,0
Genesis,46,7,1,0
Genesis,46,8,0,1
Genesis,46,9,0,1
Genesis,46,10,0,1
Genesis,46,11,0,1
Genesis,46,12,0,1
Genesis,46,13,0,1
Genesis,46,14,0,1
Genesis,46,15,0,1
Genesis,46,16,0,1
Genesis,46,17,0,1
Genesis,46,18,0,1
Genesis,46,19,0,1
Genesis,46,20,0,1
Genesis,46,21,0,1
Genesis,46,22,0,1
Genesis,46,23,0,1
Genesis,46,24,0,1
Genesis,46,25,0,1
Genesis,46,26,0,1
Genesis,46,27,0,1
Genesis,46,28,1,0
Genesis,46,29,1,0
Genesis,46,30,1,0
Genesis,46,31,1,0
Genesis,46,32,1,0
Genesis,46,33,1,0
Genesis,46,34,1,0
Genesis,47,1,1,0
Genesis,47,2,1,0
Genesis,47,3,1,0
Genesis,47,4,1,0
Genesis,47,5,1,0
Genesis,47,6,1,0
Genesis,47,7,1,0
Genesis,47,8,1,0
Genesis,47,9,1,0
Genesis,47,10,1,0
Genesis,47,11,1,0
Genesis,47,12,1,0
Genesis,47,13,1,0
Genesis,47,14,1,0
Genesis,47,15,1,0
Genesis,47,16,1,0
Genesis,47,17,1,0
Genesis,47,18,1,0
Genesis,47,19,1,0
Genesis,47,20,1,0
Genesis,47,21,1,0
Genesis,47,22,1,0
Genesis,47,23,1,0
Genesis,47,24,1,0
Genesis,47,25,1,0
Genesis,47,26,1,0
Genesis,47,27,1,0
Genesis,47,28,1,0
Genesis,47,29,1,0
Genesis,47,30,1,0
Genesis,47,31,1,0
Genesis,48,1,1,0
Genesis,48,2,1,0
Genesis,48,3,1,0
Genesis,48,4,1,0
Genesis,48,5,1,0
Genesis,48,6,1,0
Genesis,48,7,1,0
Genesis,48,8,1,0
Genesis,48,9,1,0
Genesis,48,10,1,0
Genesis,48,11,1,0
Genesis,48,12,1,0
Genesis,48,13,1,0
Genesis,48,14,1,0
Genesis,48,15,1,0
Genesis,48,16,1,0
Genesis,48,17,1,0
Genesis,48,18,1,0
Genesis,48,19,1,0
Genesis,48,20,1,0
Genesis,48,21,1,0
Genesis,48,22,1,0
Genesis,49,1,1,0
Genesis,49,2,1,0
Genesis,49,3,1,0
Genesis,49,4,1,0
Genesis,49,5,1,0
Genesis,49,6,1,0
Genesis,49,7,1,0
Genesis,49,8,1,0
Genesis,49,9,1,0
Genesis,49,10,1,0
Genesis,49,11,1,0
Genesis,49,12,1,0
Genesis,49,13,1,0
Genesis,49,14,1,0
Genesis,49,15,1,0
Genesis,49,16,1,0
Genesis,49,17,1,0
Genesis,49,18,1,0
Genesis,49,19,1,0
Genesis,49,20,1,0
Genesis,49,21,1,0
Genesis,49,22,1,0
Genesis,49,23,1,0
Genesis,49,24,1,0
Genesis,49,25,1,0
Genesis,49,26,1,0
Genesis,49,27,1,0
Genesis,49,28,1,0
Genesis,49,29,1,0
Genesis,49,30,1,0
Genesis,49,31,1,0
Genesis,49,32,1,0
Genesis,49,33,1,0
Genesis,50,1,1,0
Genesis,50,2,1,0
Genesis,50,3,1,0
Genesis,50,4,1,0
Genesis,50,5,1,0
Genesis,50,6,1,0
Genesis,50,7,1,0
Genesis,50,8,1,0
Genesis,50,9,1,0
Genesis,50,10,1,0
Genesis,50,11,1,0
Genesis,50,12,1,0
Genesis,50,13,1,0
Genesis,50,14,1,0
Genesis,50,15,1,0
Genesis,50,16,1,0
Genesis,50,17,1,0
Genesis,50,18,1,0
Genesis,50,19,1,0
Genesis,50,20,1,0
Genesis,50,21,1,0
Genesis,50,22,1,0
Genesis,50,23,1,0
Genesis,50,24,1,0
Genesis,50,25,1,0
Genesis,50,26,1,0
